stock_code,prediction
688501.SH,0.6422751545906067
300264.SZ,0.6415655612945557
603235.SH,0.6409569382667542
603382.SH,0.6408146619796753
301170.SZ,0.6407753229141235
688075.SH,0.6399819254875183
688592.SH,0.6395490765571594
301192.SZ,0.639417827129364
301065.SZ,0.6363204121589661
301097.SZ,0.6344539523124695
688092.SH,0.6336360573768616
000980.SZ,0.63267982006073
688060.SH,0.6321179270744324
301520.SZ,0.6314906477928162
688198.SH,0.6312267780303955
301616.SZ,0.6301059722900391
301234.SZ,0.6290087699890137
688576.SH,0.6287388801574707
688056.SH,0.6248942613601685
301503.SZ,0.6226086616516113
301633.SZ,0.6211912035942078
000890.SZ,0.6201403737068176
301326.SZ,0.6192031502723694
688137.SH,0.612099826335907
000670.SZ,0.6031038761138916
301208.SZ,0.5983012318611145
688307.SH,0.5981954336166382
300736.SZ,0.5973643064498901
301165.SZ,0.5947162508964539
001395.SZ,0.5944812893867493
603091.SH,0.5903935432434082
688316.SH,0.5896257758140564
001228.SZ,0.5884451270103455
300051.SZ,0.5872231125831604
600358.SH,0.5786318778991699
600844.SH,0.5757530331611633
600643.SH,0.5752619504928589
002631.SZ,0.57059246301651
603180.SH,0.5704390406608582
603991.SH,0.5682821273803711
301575.SZ,0.5676332712173462
688420.SH,0.5670753121376038
688512.SH,0.5651568174362183
301289.SZ,0.5606635808944702
001306.SZ,0.5582859516143799
301259.SZ,0.5577232837677002
300886.SZ,0.5576420426368713
600405.SH,0.5575571656227112
001238.SZ,0.5555772185325623
603778.SH,0.5553216934204102
001400.SZ,0.5546674728393555
688667.SH,0.552259624004364
688141.SH,0.5491949319839478
301560.SZ,0.5488073229789734
301113.SZ,0.5479061007499695
000547.SZ,0.5473089218139648
301181.SZ,0.5471921563148499
600343.SH,0.5436766147613525
002520.SZ,0.5405067801475525
688268.SH,0.538414716720581
688275.SH,0.5371024012565613
300757.SZ,0.53627610206604
300085.SZ,0.5340412855148315
603699.SH,0.5335323214530945
688055.SH,0.5325993895530701
301390.SZ,0.5324692130088806
300846.SZ,0.5304201245307922
601939.SH,0.5296158790588379
000592.SZ,0.5295904874801636
600319.SH,0.5293580293655396
300536.SZ,0.5270058512687683
300540.SZ,0.5249399542808533
600397.SH,0.5233837366104126
000719.SZ,0.5225334167480469
688356.SH,0.5221399664878845
002369.SZ,0.5212056040763855
002919.SZ,0.5182704925537109
603887.SH,0.5181507468223572
688125.SH,0.5179605484008789
301118.SZ,0.5177190899848938
300626.SZ,0.5171083211898804
000782.SZ,0.5166295766830444
002587.SZ,0.5161790251731873
301516.SZ,0.5161712765693665
605098.SH,0.5150304436683655
002439.SZ,0.5141367316246033
002812.SZ,0.5138946771621704
603698.SH,0.5135406255722046
603333.SH,0.5135027170181274
002832.SZ,0.5123568773269653
603618.SH,0.5122407078742981
300769.SZ,0.5121836066246033
300328.SZ,0.5107207894325256
688606.SH,0.5101354122161865
301168.SZ,0.5090343952178955
300056.SZ,0.508844256401062
600176.SH,0.5087766647338867
300782.SZ,0.5087697505950928
002008.SZ,0.5087581276893616
002536.SZ,0.5086783170700073
002875.SZ,0.5084137916564941
000762.SZ,0.5069835186004639
603906.SH,0.5061299204826355
300082.SZ,0.505300760269165
600184.SH,0.5052800178527832
300165.SZ,0.5045515298843384
688775.SH,0.5036256313323975
300438.SZ,0.5032011270523071
301283.SZ,0.5027482509613037
301285.SZ,0.5016849637031555
301182.SZ,0.5015873312950134
600156.SH,0.5015102624893188
605117.SH,0.5011509656906128
000429.SZ,0.5010189414024353
300575.SZ,0.5009695291519165
601669.SH,0.5003206729888916
600498.SH,0.4993915855884552
688729.SH,0.4992460608482361
000566.SZ,0.4989476799964905
002742.SZ,0.49861884117126465
002069.SZ,0.49845874309539795
300753.SZ,0.4984417259693146
300480.SZ,0.4977791905403137
688272.SH,0.4973021447658539
002125.SZ,0.49686408042907715
000629.SZ,0.4966502785682678
688168.SH,0.49620214104652405
300461.SZ,0.4951363503932953
300515.SZ,0.49467524886131287
603132.SH,0.49440306425094604
002831.SZ,0.49437567591667175
601016.SH,0.49386221170425415
301571.SZ,0.4938388764858246
603226.SH,0.4929257333278656
300843.SZ,0.492876261472702
000690.SZ,0.4916899502277374
301159.SZ,0.4912381172180176
300095.SZ,0.491216242313385
300013.SZ,0.4911690950393677
605366.SH,0.4907618463039398
301292.SZ,0.4905094504356384
002868.SZ,0.48961523175239563
002805.SZ,0.48935627937316895
600658.SH,0.48919254541397095
001268.SZ,0.4891604781150818
603897.SH,0.489043653011322
601997.SH,0.48901909589767456
600499.SH,0.48872682452201843
688110.SH,0.4881148934364319
600874.SH,0.4877520799636841
300267.SZ,0.48746955394744873
002846.SZ,0.48712554574012756
002638.SZ,0.4865439236164093
300469.SZ,0.48652029037475586
000803.SZ,0.48537445068359375
300904.SZ,0.48497676849365234
600563.SH,0.4846292734146118
600310.SH,0.4843510687351227
002655.SZ,0.4827185571193695
600026.SH,0.4826526939868927
601825.SH,0.48262980580329895
301362.SZ,0.4825955033302307
300214.SZ,0.48226678371429443
002254.SZ,0.48179468512535095
002091.SZ,0.4815959632396698
600941.SH,0.4814152121543884
688197.SH,0.4812554717063904
603606.SH,0.4812312126159668
600323.SH,0.48001793026924133
002929.SZ,0.4799405336380005
002461.SZ,0.47980743646621704
002293.SZ,0.4797835350036621
601179.SH,0.4791131913661957
600281.SH,0.479055255651474
301157.SZ,0.47871434688568115
300405.SZ,0.478130042552948
002179.SZ,0.4779556393623352
300302.SZ,0.4776848256587982
688795.SH,0.4775765836238861
002213.SZ,0.47748851776123047
688790.SH,0.47744980454444885
301148.SZ,0.47733065485954285
603115.SH,0.47728344798088074
300455.SZ,0.47723284363746643
000066.SZ,0.4772242605686188
002943.SZ,0.47704964876174927
601339.SH,0.47692015767097473
601898.SH,0.47688737511634827
600548.SH,0.4767228066921234
688251.SH,0.47660136222839355
688097.SH,0.4764169156551361
300072.SZ,0.47639089822769165
603626.SH,0.47625458240509033
688178.SH,0.47536593675613403
002645.SZ,0.47496941685676575
002298.SZ,0.47447651624679565
600135.SH,0.4744091033935547
301213.SZ,0.47435158491134644
002226.SZ,0.4736579954624176
002208.SZ,0.4735448360443115
605118.SH,0.47337427735328674
600015.SH,0.4733733832836151
001872.SZ,0.4725983738899231
002966.SZ,0.4724523723125458
002358.SZ,0.4723236560821533
605056.SH,0.471458375453949
000505.SZ,0.4714322090148926
688113.SH,0.47141867876052856
300602.SZ,0.47119852900505066
603211.SH,0.47101619839668274
002396.SZ,0.47095662355422974
002930.SZ,0.4706021845340729
688106.SH,0.47050029039382935
301589.SZ,0.4704652428627014
601778.SH,0.47040489315986633
688100.SH,0.4698290526866913
600815.SH,0.46976396441459656
000100.SZ,0.4694456160068512
600539.SH,0.4693088233470917
688548.SH,0.4691963791847229
000617.SZ,0.4690858721733093
603088.SH,0.46889644861221313
603139.SH,0.46884477138519287
600345.SH,0.4687577784061432
300693.SZ,0.46830427646636963
002519.SZ,0.46816328167915344
300052.SZ,0.46730953454971313
601598.SH,0.4672921299934387
688619.SH,0.4671294093132019
688418.SH,0.46671828627586365
002347.SZ,0.4666573405265808
002135.SZ,0.46631231904029846
601838.SH,0.4661577641963959
300587.SZ,0.46511995792388916
002453.SZ,0.4650632441043854
300351.SZ,0.46487635374069214
002961.SZ,0.464664101600647
300062.SZ,0.4645657539367676
688359.SH,0.46429842710494995
300867.SZ,0.4640553593635559
300513.SZ,0.46399298310279846
