stock_code,prediction
301097.SZ,0.6425802707672119
300264.SZ,0.637820839881897
688075.SH,0.6370954513549805
603382.SH,0.6361709833145142
000980.SZ,0.6359656453132629
688198.SH,0.634372889995575
301258.SZ,0.6335346102714539
688060.SH,0.6316260695457458
000670.SZ,0.6312548518180847
301359.SZ,0.6310351490974426
301520.SZ,0.6293359994888306
301289.SZ,0.6292162537574768
688576.SH,0.625958263874054
301633.SZ,0.6229971647262573
300051.SZ,0.6217639446258545
603235.SH,0.6214195489883423
300736.SZ,0.6200745105743408
301353.SZ,0.6200323700904846
688501.SH,0.6190294623374939
600844.SH,0.6188992261886597
600358.SH,0.6146243214607239
000890.SZ,0.6110078692436218
301287.SZ,0.6056397557258606
300478.SZ,0.6018587350845337
688420.SH,0.5999755263328552
000566.SZ,0.5849912762641907
688217.SH,0.5733760595321655
301575.SZ,0.5721302628517151
002069.SZ,0.5657311081886292
300866.SZ,0.5609275698661804
002313.SZ,0.5541651844978333
300165.SZ,0.5534183979034424
300207.SZ,0.5533490777015686
301186.SZ,0.5532568097114563
688479.SH,0.5525683164596558
301578.SZ,0.5495608448982239
000762.SZ,0.5483615398406982
600310.SH,0.5469604134559631
001339.SZ,0.5462386608123779
300062.SZ,0.544739842414856
301459.SZ,0.5443094372749329
002990.SZ,0.5431619882583618
603778.SH,0.5410100221633911
605318.SH,0.5408670902252197
688249.SH,0.5395269393920898
688117.SH,0.5357613563537598
000690.SZ,0.5349390506744385
688793.SH,0.5326678156852722
603722.SH,0.5317017436027527
300782.SZ,0.5311185121536255
301393.SZ,0.5285334587097168
688266.SH,0.5268749594688416
002725.SZ,0.5249363780021667
301259.SZ,0.5242093205451965
603322.SH,0.5232180953025818
600405.SH,0.5208091139793396
301148.SZ,0.5206907987594604
001256.SZ,0.519980251789093
603178.SH,0.519740104675293
688755.SH,0.5188853740692139
601162.SH,0.5187996029853821
000659.SZ,0.5182991623878479
688018.SH,0.517704963684082
301239.SZ,0.5169615149497986
002519.SZ,0.5151239037513733
688137.SH,0.5149445533752441
000889.SZ,0.514809787273407
603929.SH,0.5141795873641968
688416.SH,0.514119565486908
000571.SZ,0.5129042267799377
605151.SH,0.5113787651062012
301105.SZ,0.5110293626785278
688316.SH,0.5107046961784363
000509.SZ,0.5099666714668274
002226.SZ,0.5097813606262207
300938.SZ,0.509531557559967
300536.SZ,0.5090409517288208
600985.SH,0.5068681240081787
603290.SH,0.5066966414451599
600864.SH,0.5059289932250977
603819.SH,0.5057445764541626
002513.SZ,0.5055654644966125
301499.SZ,0.5054650902748108
603205.SH,0.5042943358421326
603779.SH,0.5040513873100281
300013.SZ,0.5040105581283569
603558.SH,0.501911997795105
301191.SZ,0.5008140206336975
002405.SZ,0.5003423690795898
002298.SZ,0.5001193881034851
300953.SZ,0.4998779594898224
688795.SH,0.49944278597831726
301165.SZ,0.49885547161102295
300777.SZ,0.4985326826572418
300236.SZ,0.49738457798957825
603890.SH,0.4968920946121216
301003.SZ,0.4960593581199646
002281.SZ,0.49586591124534607
688078.SH,0.49552616477012634
603165.SH,0.49522098898887634
301631.SZ,0.4951881468296051
300199.SZ,0.4946572780609131
600756.SH,0.49421489238739014
688372.SH,0.4941137135028839
301361.SZ,0.4934045672416687
601515.SH,0.49322783946990967
688805.SH,0.49265384674072266
300561.SZ,0.4925818145275116
000876.SZ,0.4919765889644623
000993.SZ,0.49184417724609375
600546.SH,0.49126186966896057
301119.SZ,0.49123379588127136
688592.SH,0.4908018112182617
002848.SZ,0.4906166195869446
300242.SZ,0.49025532603263855
688663.SH,0.48960447311401367
301567.SZ,0.4894551932811737
603288.SH,0.4893496632575989
301306.SZ,0.4891478717327118
301173.SZ,0.48883113265037537
000719.SZ,0.4885513186454773
601933.SH,0.48853549361228943
600642.SH,0.48752257227897644
601360.SH,0.4867499768733978
300113.SZ,0.486720472574234
600563.SH,0.48619091510772705
600023.SH,0.4859968423843384
603115.SH,0.4855495095252991
002475.SZ,0.4846762716770172
301001.SZ,0.4838370978832245
600060.SH,0.483685165643692
300056.SZ,0.48353907465934753
600780.SH,0.4833293855190277
000567.SZ,0.4830918610095978
002685.SZ,0.48304468393325806
600683.SH,0.4818187952041626
301157.SZ,0.48166510462760925
688302.SH,0.48141714930534363
300128.SZ,0.4809707999229431
600343.SH,0.48032620549201965
600135.SH,0.48018163442611694
301179.SZ,0.4800495207309723
301265.SZ,0.47983449697494507
688702.SH,0.47976645827293396
688511.SH,0.4792541563510895
300077.SZ,0.4792288541793823
301560.SZ,0.47905251383781433
301233.SZ,0.4785524904727936
688671.SH,0.477463036775589
002290.SZ,0.4772016704082489
301051.SZ,0.47685807943344116
001872.SZ,0.47618094086647034
605319.SH,0.4760451018810272
002742.SZ,0.47584399580955505
301251.SZ,0.47557541728019714
002031.SZ,0.4755737781524658
688790.SH,0.47551360726356506
301222.SZ,0.47523006796836853
601882.SH,0.4751073718070984
600654.SH,0.4750729501247406
300763.SZ,0.4750252664089203
688197.SH,0.4748503863811493
000813.SZ,0.474810391664505
001283.SZ,0.47430282831192017
002310.SZ,0.47388413548469543
688693.SH,0.4734037220478058
688267.SH,0.4732613265514374
600658.SH,0.4732523560523987
301180.SZ,0.4732450842857361
301638.SZ,0.4731343686580658
300757.SZ,0.47308987379074097
000678.SZ,0.4728843867778778
300895.SZ,0.4725898504257202
301272.SZ,0.4724491238594055
000967.SZ,0.47213926911354065
688550.SH,0.47194817662239075
688359.SH,0.4718521237373352
603333.SH,0.471741259098053
300843.SZ,0.4716007709503174
301086.SZ,0.4711393713951111
603083.SH,0.47053760290145874
603063.SH,0.4702950716018677
600666.SH,0.47016170620918274
688307.SH,0.47014951705932617
688215.SH,0.47013792395591736
300502.SZ,0.4700459837913513
002446.SZ,0.4699348509311676
300916.SZ,0.4697943329811096
601598.SH,0.46976974606513977
300085.SZ,0.4692578911781311
002943.SZ,0.4692077040672302
002655.SZ,0.46918785572052
603369.SH,0.4691358208656311
002135.SZ,0.4683942198753357
000429.SZ,0.4679543077945709
600061.SH,0.4679349958896637
301557.SZ,0.4679282605648041
301487.SZ,0.46741244196891785
300969.SZ,0.46734723448753357
688657.SH,0.4672359824180603
600815.SH,0.4671456217765808
002396.SZ,0.466594934463501
605365.SH,0.46630215644836426
603880.SH,0.46586450934410095
002373.SZ,0.4655815362930298
688612.SH,0.46550244092941284
