stock_code,prediction
301258.SZ,0.6439128518104553
603382.SH,0.6408548355102539
301520.SZ,0.6374901533126831
300264.SZ,0.6369982361793518
000980.SZ,0.636533260345459
688137.SH,0.6338005065917969
688075.SH,0.6323097348213196
301097.SZ,0.6315353512763977
603325.SH,0.6307603716850281
688060.SH,0.630283772945404
301575.SZ,0.6288706064224243
000670.SZ,0.625752329826355
301208.SZ,0.6255736351013184
300051.SZ,0.6250234842300415
301119.SZ,0.6247376799583435
300736.SZ,0.6197723150253296
603722.SH,0.6194791197776794
000890.SZ,0.6134987473487854
600844.SH,0.6088375449180603
688078.SH,0.6048324704170227
688092.SH,0.6037689447402954
688198.SH,0.6017100214958191
688501.SH,0.5991597771644592
603235.SH,0.5956479907035828
301578.SZ,0.5938069820404053
300904.SZ,0.5919069647789001
688420.SH,0.5898210406303406
300478.SZ,0.5866166949272156
301353.SZ,0.5816203355789185
301234.SZ,0.5774054527282715
603312.SH,0.5728368759155273
600358.SH,0.5692493915557861
688316.SH,0.5682374238967896
300056.SZ,0.5657323002815247
688576.SH,0.5652470588684082
603307.SH,0.5612190961837769
300751.SZ,0.5603863596916199
000571.SZ,0.5580469369888306
688479.SH,0.5566993951797485
000889.SZ,0.5558035373687744
002313.SZ,0.5541287064552307
001339.SZ,0.5525308847427368
300866.SZ,0.5485790967941284
002990.SZ,0.5482844710350037
000762.SZ,0.5474979281425476
001323.SZ,0.5452024340629578
603778.SH,0.540022075176239
300938.SZ,0.5386601686477661
688657.SH,0.5367067456245422
688606.SH,0.5365818738937378
301148.SZ,0.5363087058067322
000566.SZ,0.5362728238105774
000629.SZ,0.5350017547607422
688793.SH,0.5344960689544678
300165.SZ,0.5341969132423401
601162.SH,0.5323401093482971
000690.SZ,0.5318151712417603
300062.SZ,0.5317505598068237
301336.SZ,0.5290286540985107
301616.SZ,0.5274763107299805
605318.SH,0.5272311568260193
301239.SZ,0.5268237590789795
600864.SH,0.5266696810722351
300207.SZ,0.5263060927391052
301259.SZ,0.5250394344329834
688266.SH,0.5242411494255066
603091.SH,0.5226278901100159
600405.SH,0.5215441584587097
603558.SH,0.5213921070098877
301560.SZ,0.5202846527099609
002848.SZ,0.5192758440971375
002513.SZ,0.5190442204475403
600310.SH,0.5181191563606262
002298.SZ,0.5179261565208435
301393.SZ,0.5161164999008179
603322.SH,0.5154802799224854
300540.SZ,0.5137298703193665
002069.SZ,0.5124517679214478
300199.SZ,0.5115370154380798
600756.SH,0.5107628107070923
603991.SH,0.5094342827796936
605151.SH,0.5091063380241394
688663.SH,0.5089619755744934
688117.SH,0.5079745054244995
600350.SH,0.5071127414703369
301186.SZ,0.5061339139938354
300561.SZ,0.5060983300209045
300961.SZ,0.5060535669326782
603178.SH,0.5059651732444763
603205.SH,0.5055994391441345
300757.SZ,0.5055822730064392
688702.SH,0.503933310508728
301165.SZ,0.5038149952888489
300949.SZ,0.5029118657112122
300497.SZ,0.502126157283783
002640.SZ,0.5017285943031311
002292.SZ,0.5007282495498657
603290.SH,0.5004899501800537
688489.SH,0.49999701976776123
002290.SZ,0.49908560514450073
002405.SZ,0.49734094738960266
688035.SH,0.4973180592060089
603296.SH,0.49720412492752075
000719.SZ,0.4968327581882477
301003.SZ,0.49647802114486694
603165.SH,0.49645769596099854
002833.SZ,0.49645110964775085
000813.SZ,0.4953767657279968
003005.SZ,0.4951464533805847
300236.SZ,0.4951348304748535
600933.SH,0.49464714527130127
603215.SH,0.4945635497570038
300953.SZ,0.4942529797554016
688018.SH,0.49413222074508667
300782.SZ,0.4937092661857605
301181.SZ,0.4934629797935486
301359.SZ,0.4931483864784241
688511.SH,0.493113249540329
000509.SZ,0.49238306283950806
603929.SH,0.4923417866230011
300601.SZ,0.49229589104652405
688249.SH,0.4922114312648773
002226.SZ,0.49217355251312256
301516.SZ,0.4920002520084381
301086.SZ,0.4910534918308258
003018.SZ,0.49102166295051575
301533.SZ,0.4905416667461395
300827.SZ,0.49043017625808716
300895.SZ,0.4900971055030823
688302.SH,0.49007901549339294
601665.SH,0.4899260103702545
301361.SZ,0.489818274974823
688671.SH,0.4897172749042511
002181.SZ,0.48950546979904175
002688.SZ,0.4895014464855194
000967.SZ,0.48901042342185974
300013.SZ,0.48825615644454956
000875.SZ,0.4879135489463806
300536.SZ,0.48790162801742554
300969.SZ,0.48748812079429626
002655.SZ,0.48738422989845276
688416.SH,0.487030029296875
603819.SH,0.48699596524238586
000993.SZ,0.4864133596420288
002631.SZ,0.4863072335720062
600151.SH,0.48602911829948425
600546.SH,0.4856507182121277
603890.SH,0.4855416417121887
002522.SZ,0.48551636934280396
603376.SH,0.48499491810798645
603156.SH,0.4848405718803406
301012.SZ,0.4846908152103424
605366.SH,0.4846670627593994
301588.SZ,0.48443806171417236
603399.SH,0.4844096899032593
688328.SH,0.4840918481349945
688307.SH,0.48375579714775085
600135.SH,0.4836826026439667
688372.SH,0.48366934061050415
001268.SZ,0.48354318737983704
002310.SZ,0.4834141135215759
300921.SZ,0.4833540618419647
300496.SZ,0.4830010235309601
300603.SZ,0.482669860124588
603123.SH,0.4822484850883484
605319.SH,0.48188722133636475
688359.SH,0.4817642271518707
002961.SZ,0.4817490875720978
688141.SH,0.4816788136959076
300839.SZ,0.4812472462654114
600654.SH,0.4810471534729004
601298.SH,0.4802471697330475
002897.SZ,0.47990477085113525
688231.SH,0.47978198528289795
301319.SZ,0.47975054383277893
301631.SZ,0.4794982075691223
603936.SH,0.47948744893074036
301345.SZ,0.47907164692878723
301306.SZ,0.4786474108695984
301051.SZ,0.47855621576309204
688729.SH,0.4785533845424652
600319.SH,0.47843486070632935
601016.SH,0.4780533015727997
002742.SZ,0.4778323173522949
301180.SZ,0.4774959087371826
301499.SZ,0.4768620431423187
301289.SZ,0.47672295570373535
000567.SZ,0.4763454794883728
688550.SH,0.47618553042411804
300436.SZ,0.4758715331554413
301283.SZ,0.47585663199424744
603978.SH,0.47554224729537964
600642.SH,0.47533556818962097
002947.SZ,0.4751053750514984
601098.SH,0.47474241256713867
301292.SZ,0.47444623708724976
301589.SZ,0.4744323790073395
600192.SH,0.4743104875087738
300022.SZ,0.47429269552230835
000659.SZ,0.47413522005081177
001266.SZ,0.473955899477005
002475.SZ,0.4739360809326172
000429.SZ,0.473934531211853
688795.SH,0.47391989827156067
603020.SH,0.4739077091217041
688580.SH,0.47389668226242065
600023.SH,0.4738748371601105
601939.SH,0.4735907018184662
300502.SZ,0.4733077883720398
300085.SZ,0.4729541540145874
300777.SZ,0.4729485511779785
688805.SH,0.47256189584732056
600683.SH,0.47255539894104004
300400.SZ,0.4724748134613037
301265.SZ,0.472110778093338
001283.SZ,0.47198519110679626
301179.SZ,0.4719187021255493
000791.SZ,0.4717293381690979
300542.SZ,0.47166672348976135
688197.SH,0.4715716540813446
601933.SH,0.4715598225593567
600061.SH,0.47154226899147034
002031.SZ,0.4713813364505768
002583.SZ,0.4712904393672943
600666.SH,0.4712575078010559
301362.SZ,0.47107934951782227
600343.SH,0.47092756628990173
603916.SH,0.47076696157455444
600186.SH,0.4704532027244568
002281.SZ,0.4704226553440094
301085.SZ,0.47041016817092896
600941.SH,0.47005805373191833
300469.SZ,0.469393789768219
603369.SH,0.4692796766757965
002422.SZ,0.46887609362602234
300077.SZ,0.46880796551704407
000819.SZ,0.46863365173339844
688559.SH,0.4682340621948242
688612.SH,0.4680936932563782
301571.SZ,0.4680342674255371
603711.SH,0.46799227595329285
600855.SH,0.4677582383155823
300983.SZ,0.4675670862197876
300014.SZ,0.4673122465610504
300834.SZ,0.46694254875183105
688450.SH,0.4669130742549896
605500.SH,0.4669078290462494
300474.SZ,0.4666736423969269
000809.SZ,0.4666140377521515
603305.SH,0.46623238921165466
001256.SZ,0.4656320810317993
688411.SH,0.4651268422603607
001337.SZ,0.46507489681243896
002108.SZ,0.46488845348358154
603880.SH,0.4648545980453491
002112.SZ,0.4648413062095642
688179.SH,0.4646298587322235
003007.SZ,0.46456319093704224
001872.SZ,0.4644432067871094
688579.SH,0.4643317461013794
600012.SH,0.4642661213874817
002866.SZ,0.46425968408584595
301633.SZ,0.46410417556762695
301157.SZ,0.46409884095191956
300128.SZ,0.464015930891037
603283.SH,0.4640134572982788
601838.SH,0.46392738819122314
600521.SH,0.46369197964668274
300302.SZ,0.46367448568344116
688387.SH,0.4633379876613617
600815.SH,0.4630267918109894
300843.SZ,0.4628787934780121
603351.SH,0.4625341296195984
688658.SH,0.46213826537132263
002213.SZ,0.4620632827281952
002980.SZ,0.4618092477321625
688765.SH,0.46180060505867004
002241.SZ,0.46175506711006165
001335.SZ,0.46152549982070923
688267.SH,0.46119749546051025
300166.SZ,0.46118539571762085
600563.SH,0.46114349365234375
301382.SZ,0.4607478678226471
300586.SZ,0.46063828468322754
002846.SZ,0.46055087447166443
600929.SH,0.46014463901519775
002373.SZ,0.46012163162231445
301251.SZ,0.46011242270469666
600207.SH,0.45974254608154297
601898.SH,0.4589334726333618
300365.SZ,0.4586283564567566
002446.SZ,0.45848938822746277
600208.SH,0.4584145247936249
300619.SZ,0.4583786427974701
603083.SH,0.4582533538341522
002190.SZ,0.4581972658634186
002812.SZ,0.4580516815185547
300242.SZ,0.45801594853401184
688275.SH,0.4576857388019562
605168.SH,0.45768189430236816
601598.SH,0.4575590193271637
300811.SZ,0.45747262239456177
